REG;Région;DEP;CODCOM;Commune;CODFRAC_CAN;FRAC_CAN;Fraction cantonale;PMUN;PCAP;PTOT
27;Bourgogne-Franche-Comté;90;010;Belfort;03;9001003;Belfort-2;15712;269;15981
27;Bourgogne-Franche-Comté;90;010;Belfort;04;9001004;Belfort-3;14137;197;14334
11;Île-de-France;91;421;Montgeron;06;9142106;Draveil;6095;106;6201
11;Île-de-France;91;114;Brunoy;07;9111407;Épinay-sous-Sénart;5824;83;5907
11;Île-de-France;91;421;Montgeron;19;9142119;Vigneux-sur-Seine;17705;168;17873
11;Île-de-France;91;114;Brunoy;21;9111421;Yerres;19599;334;19933
11;Île-de-France;92;004;Asnières-sur-Seine;02;9200402;Asnières-sur-Seine;73137;535;73672
11;Île-de-France;92;012;Boulogne-Billancourt;04;9201204;Boulogne-Billancourt-1;65995;765;66760
11;Île-de-France;92;012;Boulogne-Billancourt;05;9201205;Boulogne-Billancourt-2;53813;381;54194
11;Île-de-France;92;025;Colombes;10;9202510;Colombes-1;74989;415;75404
11;Île-de-France;92;025;Colombes;11;9202511;Colombes-2;13881;136;14017
11;Île-de-France;92;004;Asnières-sur-Seine;12;9200412;Courbevoie-1;16525;162;16687
11;Île-de-France;92;026;Courbevoie;12;9202612;Courbevoie-1;50706;425;51131
11;Île-de-France;92;026;Courbevoie;13;9202613;Courbevoie-2;30810;204;31014
11;Île-de-France;92;050;Nanterre;19;9205019;Nanterre-1;65810;381;66191
11;Île-de-France;92;050;Nanterre;20;9205020;Nanterre-2;31541;263;31804
11;Île-de-France;93;029;Drancy;04;9302904;Le Blanc-Mesnil;7863;21;7884
11;Île-de-France;93;008;Bobigny;05;9300805;Bobigny;52286;132;52418
11;Île-de-France;93;008;Bobigny;06;9300806;Bondy;2770;3;2773
11;Île-de-France;93;029;Drancy;08;9302908;Drancy;63500;235;63735
11;Île-de-France;93;031;Épinay-sur-Seine;09;9303109;Épinay-sur-Seine;22339;66;22405
11;Île-de-France;93;048;Montreuil;12;9304812;Montreuil-1;46624;241;46865
11;Île-de-France;93;048;Montreuil;13;9304813;Montreuil-2;64831;331;65162
11;Île-de-France;93;066;Saint-Denis;16;9306616;Saint-Denis-1;71977;239;72216
11;Île-de-France;93;066;Saint-Denis;17;9306617;Saint-Denis-2;41965;601;42566
11;Île-de-France;93;031;Épinay-sur-Seine;18;9303118;Saint-Ouen-sur-Seine;31150;82;31232
11;Île-de-France;94;017;Champigny-sur-Marne;03;9401703;Champigny-sur-Marne-1;51710;219;51929
11;Île-de-France;94;017;Champigny-sur-Marne;04;9401704;Champigny-sur-Marne-2;26014;88;26102
11;Île-de-France;94;052;Nogent-sur-Marne;05;9405205;Charenton-le-Pont;1118;11;1129
11;Île-de-France;94;078;Villeneuve-Saint-Georges;06;9407806;Choisy-le-Roi;22390;67;22457
11;Île-de-France;94;028;Créteil;07;9402807;Créteil-1;47213;187;47400
11;Île-de-France;94;028;Créteil;08;9402808;Créteil-2;45776;238;46014
11;Île-de-France;94;080;Vincennes;09;9408009;Fontenay-sous-Bois;9211;70;9281
11;Île-de-France;94;052;Nogent-sur-Marne;14;9405214;Nogent-sur-Marne;32354;235;32589
11;Île-de-France;94;068;Saint-Maur-des-Fossés;17;9406817;Saint-Maur-des-Fossés-1;62385;700;63085
11;Île-de-France;94;068;Saint-Maur-des-Fossés;18;9406818;Saint-Maur-des-Fossés-2;13056;162;13218
11;Île-de-France;94;078;Villeneuve-Saint-Georges;21;9407821;Villeneuve-Saint-Georges;13102;37;13139
11;Île-de-France;94;080;Vincennes;23;9408023;Vincennes;39587;388;39975
11;Île-de-France;94;081;Vitry-sur-Seine;24;9408124;Vitry-sur-Seine-1;48533;268;48801
11;Île-de-France;94;081;Vitry-sur-Seine;25;9408125;Vitry-sur-Seine-2;47672;233;47905
11;Île-de-France;95;018;Argenteuil;01;9501801;Argenteuil-1;11469;38;11507
11;Île-de-France;95;018;Argenteuil;02;9501802;Argenteuil-2;60792;190;60982
11;Île-de-France;95;018;Argenteuil;03;9501803;Argenteuil-3;34960;218;35178
11;Île-de-France;95;127;Cergy;04;9512704;Cergy-1;48978;233;49211
11;Île-de-France;95;127;Cergy;05;9512705;Cergy-2;19370;197;19567
01;Guadeloupe;971;101;Les Abymes;01;9710101;Les Abymes-1;15276;104;15380
01;Guadeloupe;971;101;Les Abymes;02;9710102;Les Abymes-2;20859;232;21091
01;Guadeloupe;971;101;Les Abymes;03;9710103;Les Abymes-3;15983;132;16115
01;Guadeloupe;971;113;Le Gosier;03;9711303;Les Abymes-3;3772;23;3795
01;Guadeloupe;971;103;Baie-Mahault;04;9710304;Baie-Mahault-1;19172;245;19417
01;Guadeloupe;971;118;Petit-Bourg;05;9711805;Baie-Mahault-2;12437;196;12633
01;Guadeloupe;971;103;Baie-Mahault;05;9710305;Baie-Mahault-2;11737;216;11953
01;Guadeloupe;971;113;Le Gosier;08;9711308;Le Gosier;23412;230;23642
01;Guadeloupe;971;118;Petit-Bourg;13;9711813;Petit-Bourg;11835;92;11927
01;Guadeloupe;971;128;Sainte-Anne;16;9712816;Saint-François;3630;56;3686
01;Guadeloupe;971;128;Sainte-Anne;17;9712817;Sainte-Anne;20651;181;20832
01;Guadeloupe;971;106;Bouillante;18;9710618;Sainte-Rose-1;2622;47;2669
01;Guadeloupe;971;129;Sainte-Rose;18;9712918;Sainte-Rose-1;2805;57;2862
01;Guadeloupe;971;129;Sainte-Rose;19;9712919;Sainte-Rose-2;14825;191;15016
01;Guadeloupe;971;106;Bouillante;21;9710621;Vieux-Habitants;4012;48;4060
04;La Réunion;974;413;Saint-Leu;01;9741301;L'Étang-Salé;4783;60;4843
04;La Réunion;974;409;Saint-André;04;9740904;Saint-André-1;9737;73;9810
04;La Réunion;974;409;Saint-André;05;9740905;Saint-André-2;38030;336;38366
04;La Réunion;974;409;Saint-André;06;9740906;Saint-André-3;9383;67;9450
04;La Réunion;974;410;Saint-Benoît;07;9741007;Saint-Benoît-1;20946;168;21114
04;La Réunion;974;410;Saint-Benoît;08;9741008;Saint-Benoît-2;16077;110;16187
04;La Réunion;974;411;Saint-Denis;09;9741109;Saint-Denis-1;44438;376;44814
04;La Réunion;974;411;Saint-Denis;10;9741110;Saint-Denis-2;33431;357;33788
04;La Réunion;974;411;Saint-Denis;11;9741111;Saint-Denis-3;39960;373;40333
04;La Réunion;974;411;Saint-Denis;12;9741112;Saint-Denis-4;36936;411;37347
04;La Réunion;974;412;Saint-Joseph;13;9741213;Saint-Joseph;28360;324;28684
04;La Réunion;974;413;Saint-Leu;14;9741314;Saint-Leu;30110;413;30523
04;La Réunion;974;414;Saint-Louis;15;9741415;Saint-Louis-1;29661;332;29993
04;La Réunion;974;414;Saint-Louis;16;9741416;Saint-Louis-2;24274;290;24564
04;La Réunion;974;415;Saint-Paul;17;9741517;Saint-Paul-1;33466;334;33800
04;La Réunion;974;415;Saint-Paul;18;9741518;Saint-Paul-2;35081;412;35493
04;La Réunion;974;415;Saint-Paul;19;9741519;Saint-Paul-3;36693;568;37261
04;La Réunion;974;416;Saint-Pierre;20;9741620;Saint-Pierre-1;35094;403;35497
04;La Réunion;974;416;Saint-Pierre;21;9741621;Saint-Pierre-2;37388;373;37761
04;La Réunion;974;412;Saint-Joseph;22;9741222;Saint-Pierre-3;10447;234;10681
04;La Réunion;974;416;Saint-Pierre;22;9741622;Saint-Pierre-3;11595;97;11692
04;La Réunion;974;422;Le Tampon;24;9742224;Le Tampon-1;41259;350;41609
04;La Réunion;974;422;Le Tampon;25;9742225;Le Tampon-2;40684;575;41259
